name	indName	averagePayroll
culpeper county	Accommodation and food services	25195000
culpeper county	Administrative and support and waste management and remediation services	21145000
culpeper county	Agriculture, forestry, fishing and hunting	814000
culpeper county	Arts, entertainment, and recreation	4867000
culpeper county	Construction	50876000
culpeper county	Educational services	1734000
culpeper county	Finance and insurance	16826000
culpeper county	Health care and social assistance	105177000
culpeper county	Information	90831000
culpeper county	Management of companies and enterprises	5589000
culpeper county	Manufacturing	62735000
culpeper county	Mining, quarrying, and oil and gas extraction	3630000
culpeper county	Other services (except public administration)	30444000
culpeper county	Professional, scientific, and technical services	27436000
culpeper county	Real estate and rental and leasing	8718000
culpeper county	Retail trade	71609000
culpeper county	Transportation and warehousing	8882000
culpeper county	Wholesale trade	32472000
cumberland county	Accommodation and food services	856000
cumberland county	Accommodation and food services	1150000
cumberland county	Accommodation and food services	1732000
cumberland county	Accommodation and food services	38810000
cumberland county	Accommodation and food services	55259000
cumberland county	Accommodation and food services	177673000
cumberland county	Accommodation and food services	231301000
cumberland county	Accommodation and food services	438852000
cumberland county	Administrative and support and waste management and remediation services	169000
cumberland county	Administrative and support and waste management and remediation services	489000
cumberland county	Administrative and support and waste management and remediation services	835000
cumberland county	Administrative and support and waste management and remediation services	29345000
cumberland county	Administrative and support and waste management and remediation services	54169000
cumberland county	Administrative and support and waste management and remediation services	146406000
cumberland county	Administrative and support and waste management and remediation services	271303000
cumberland county	Administrative and support and waste management and remediation services	375933000
cumberland county	Agriculture, forestry, fishing and hunting	364000
cumberland county	Agriculture, forestry, fishing and hunting	835000
cumberland county	Agriculture, forestry, fishing and hunting	1582000
cumberland county	Agriculture, forestry, fishing and hunting	2646000
cumberland county	Agriculture, forestry, fishing and hunting	3680000
cumberland county	Agriculture, forestry, fishing and hunting	4901000
cumberland county	Arts, entertainment, and recreation	132000
cumberland county	Arts, entertainment, and recreation	2199000
cumberland county	Arts, entertainment, and recreation	11466000
cumberland county	Arts, entertainment, and recreation	13998000
cumberland county	Arts, entertainment, and recreation	28791000
cumberland county	Arts, entertainment, and recreation	73591000
cumberland county	Construction	2176000
cumberland county	Construction	3205000
cumberland county	Construction	3505000
cumberland county	Construction	19192000
cumberland county	Construction	155621000
cumberland county	Construction	224019000
cumberland county	Construction	279637000
cumberland county	Construction	533116000
cumberland county	Educational services	1265000
cumberland county	Educational services	34690000
cumberland county	Educational services	56629000
cumberland county	Educational services	133479000
cumberland county	Educational services	226940000
cumberland county	Finance and insurance	712000
cumberland county	Finance and insurance	2516000
cumberland county	Finance and insurance	4136000
cumberland county	Finance and insurance	24764000
cumberland county	Finance and insurance	62695000
cumberland county	Finance and insurance	102227000
